magazine,year,month,url,work,rank,is_cover,is_top,is_center
kirara-forward,2013,4,https://www.dokidokivisual.com/magazine/kirara-forward/2013/04/11143/,据次タカシの憂鬱,15,False,False,False
kirara-forward,2013,4,https://www.dokidokivisual.com/magazine/kirara-forward/2013/04/11143/,少女素数,16,False,False,False
kirara-forward,2013,4,https://www.dokidokivisual.com/magazine/kirara-forward/2013/04/11143/,ふたりの恋愛書架,17,False,False,False
kirara-forward,2013,4,https://www.dokidokivisual.com/magazine/kirara-forward/2013/04/11143/,meth・e・meth,18,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,ハナヤマタ,1,False,True,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,がっこうぐらし!,2,True,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,夢喰いメリー,3,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,となりの柏木さん,4,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,はじおつ。,5,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,はぢがーる,6,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,マリッジ・バトル!,7,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,ブラックラック,8,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,あんハピ♪,9,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,球場の令嬢,10,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,こなみっくす!,11,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,ふわっとまどか,12,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,トモダチログイン,13,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,据次タカシの憂鬱,14,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,魔カリキュラム!,15,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,7時間目の音符,16,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,ふたりの恋愛書架,17,False,False,False
kirara-forward,2013,5,https://www.dokidokivisual.com/magazine/kirara-forward/2013/05/11144/,Zwart Closet,18,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,夢喰いメリー,1,False,True,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,となりの柏木さん,2,True,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,はぢがーる,3,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,はじおつ。,4,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,ハナヤマタ,5,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,がっこうぐらし!,6,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,ブラックラック,7,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,マリッジ・バトル!,8,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,あんハピ♪,9,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,愛しの花凛,10,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,トモダチログイン,11,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,魔カリキュラム!,12,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,球場の令嬢,13,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,据次タカシの憂鬱,14,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,こなみっくす!,15,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,7時間目の音符,16,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,ふたりの恋愛書架,17,False,False,False
kirara-forward,2013,6,https://www.dokidokivisual.com/magazine/kirara-forward/2013/06/11145/,Zwart Closet,18,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,はぢがーる,1,False,True,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,がっこうぐらし!,2,True,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,夢喰いメリー,3,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,はじおつ。,4,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,となりの柏木さん,5,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,ハナヤマタ,6,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,トモダチログイン,7,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,球場の令嬢,8,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,あんハピ♪,9,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,ブラックラック,10,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,マリッジ・バトル!,11,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,愛しの花凛,12,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,すてマ!,13,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,魔カリキュラム!,14,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,据次タカシの憂鬱,15,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,7時間目の音符,16,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,こなみっくす!,17,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,ふたりの恋愛書架,18,False,False,False
kirara-forward,2013,7,https://www.dokidokivisual.com/magazine/kirara-forward/2013/07/11146/,Zwart Closet,19,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,がっこうぐらし!,1,False,True,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,夢喰いメリー,2,True,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,はじおつ。,3,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,となりの柏木さん,4,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,ハナヤマタ,5,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,はぢがーる,6,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,あんハピ♪,7,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,球場の令嬢,8,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,愛しの花凛,9,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,トモダチログイン,10,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,まどか☆えんがわ,11,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,ブラックラック,12,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,マリッジ・バトル!,13,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,魔カリキュラム!,14,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,据次タカシの憂鬱,15,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,7時間目の音符,16,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,こなみっくす!,17,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,ふたりの恋愛書架,18,False,False,False
kirara-forward,2013,8,https://www.dokidokivisual.com/magazine/kirara-forward/2013/08/11147/,Zwart Closet,19,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,ここが限界のオーバル学園,1,False,True,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,夢喰いメリー,2,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,あんハピ♪,3,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,となりの柏木さん,4,True,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,はじおつ。,5,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,がっこうぐらし!,6,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,きんいろモザイク,7,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,ブラックラック,8,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,愛しの花凛,9,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,しつけ係はじめました,10,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,球場の令嬢,11,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,ふわっとまどか,12,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,はぢがーる,13,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,マリッジ・バトル!,14,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,魔カリキュラム!,15,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,トモダチログイン,16,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,据次タカシの憂鬱,17,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,こなみっくす!,18,False,False,False
kirara-forward,2013,9,https://www.dokidokivisual.com/magazine/kirara-forward/2013/09/11148/,ふたりの恋愛書架,19,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,ぼっちな僕らの恋愛事情,1,False,True,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,がっこうぐらし!,2,True,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,夢喰いメリー,3,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,ここが限界のオーバル学園,4,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,となりの柏木さん,5,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,はじおつ。,6,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,ハナヤマタ,7,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,愛しの花凛,8,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,あんハピ♪,9,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,マリッジ・バトル!,10,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,ブラックラック,11,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,はぢがーる,12,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,魔カリキュラム!,13,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,据次タカシの憂鬱,14,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,球場の令嬢,15,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,トモダチログイン,16,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,こなみっくす!,17,False,False,False
kirara-forward,2013,10,https://www.dokidokivisual.com/magazine/kirara-forward/2013/10/11149/,Zwart Closet,18,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,ブラックラック,1,False,True,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,ハナヤマタ,2,True,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,となりの柏木さん,3,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,ここが限界のオーバル学園,4,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,がっこうぐらし!,5,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,ぼっちな僕らの恋愛事情,6,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,はじおつ。,7,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,愛しの花凛,8,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,はぢがーる,9,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,あんハピ♪,10,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,球場の令嬢,11,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,ファイアスターターの彼女,12,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,マリッジ・バトル!,13,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,据次タカシの憂鬱,14,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,魔カリキュラム!,15,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,トモダチログイン,16,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,こなみっくす!,17,False,False,False
kirara-forward,2013,11,https://www.dokidokivisual.com/magazine/kirara-forward/2013/11/11150/,Zwart Closet,18,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,はじおつ。,1,False,True,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,夢喰いメリー,2,True,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,ぼっちな僕らの恋愛事情,3,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,がっこうぐらし!,4,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,ここが限界のオーバル学園,5,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,となりの柏木さん,6,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,黒の路,7,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,ブラックラック,8,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,愛しの花凛,9,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,幽霊カノジョ,10,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,あんハピ♪,11,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,球場の令嬢,12,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,マリッジ・バトル!,13,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,据次タカシの憂鬱,14,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,トモダチログイン,15,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,魔カリキュラム!,16,False,False,False
kirara-forward,2013,12,https://www.dokidokivisual.com/magazine/kirara-forward/2013/12/11151/,こなみっくす!,17,False,False,False
